======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        Conventional CA
 Seed:          202
 Git commit:     a3f7c2e
 Config:        configs/models/ca_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch (concatenated, no dual stream)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
------------------------------------------------------------------------------------------------------------------------
    1    1.00e-04      2.0458      2.2912       0.00  bg=89.4, gr=88.5, ro=75.7, sf=78.2, ff=71.8, bm=56.5, co=59.8, wi=63.9, dy=60.6
    2    2.00e-04      2.0055      2.2415       0.00  ...
    3    3.00e-04      1.9311      2.2110       0.00  ...
    4    4.00e-04      1.9044      2.1469       0.00  ...
    5    5.00e-04      1.8449      2.1132       0.00  ...
    6    6.00e-04      1.8155      2.0587       0.00  ...
    7    7.00e-04      1.7800      2.0262       0.00  ...
    8    8.00e-04      1.7082      1.9868       0.00  ...
    9    9.00e-04      1.6654      1.9279       0.00  ...
   10    1.00e-03      1.6348      1.9047       0.00  ...
   11    1.00e-03      1.6130      1.8657       0.00  ...
   12    1.00e-03      1.5726      1.8289       0.00  ...
   13    9.99e-04      1.5130      1.7838       0.00  ...
   14    9.99e-04      1.5081      1.7352       0.00  ...
   15    9.98e-04      1.4625      1.7058       0.00  ...
   16    9.97e-04      1.4267      1.6763       0.00  ...
   17    9.95e-04      1.3836      1.6333       0.00  ...
   18    9.94e-04      1.3418      1.6019       0.00  ...
   19    9.92e-04      1.3351      1.5813       0.00  ...
   20    9.90e-04      1.2776      1.5355       0.00  ...
   21    9.87e-04      1.2647      1.5058       0.00  ...
   22    9.85e-04      1.2179      1.4803       0.00  ...
   23    9.82e-04      1.2071      1.4515       0.00  ...
   24    9.79e-04      1.1825      1.4345       0.00  ...
   25    9.76e-04      1.1689      1.3953       0.00  ...
   26    9.72e-04      1.1117      1.3621       0.00  bg=89.4, gr=88.5, ro=75.7, sf=78.2, ff=71.8, bm=56.5, co=59.8, wi=63.9, dy=60.6
   27    9.68e-04      1.1167      1.3372       0.00  ...
   28    9.64e-04      1.0861      1.3252       0.00  ...
   29    9.60e-04      1.0710      1.2950       0.00  ...
   30    9.55e-04      1.0342      1.2772       0.00  ...
   31    9.50e-04      1.0271      1.2505       0.00  ...
   32    9.46e-04      0.9732      1.2311       0.00  ...
