======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        Conventional CA
 Seed:          204
 Git commit:     a3f7c2e
 Config:        configs/models/ca_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch (concatenated, no dual stream)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
------------------------------------------------------------------------------------------------------------------------
    1    1.00e-04      2.0604      2.3081       0.00  bg=89.0, gr=88.2, ro=75.7, sf=77.8, ff=71.9, bm=56.5, co=59.7, wi=63.3, dy=60.5
    2    2.00e-04      2.0073      2.2603       0.00  ...
    3    3.00e-04      1.9355      2.2046       0.00  ...
    4    4.00e-04      1.9187      2.1457       0.00  ...
    5    5.00e-04      1.8615      2.1061       0.00  ...
    6    6.00e-04      1.8145      2.0668       0.00  ...
    7    7.00e-04      1.7605      2.0141       0.00  ...
    8    8.00e-04      1.7081      1.9733       0.00  ...
    9    9.00e-04      1.6910      1.9435       0.00  ...
   10    1.00e-03      1.6235      1.8887       0.00  ...
   11    1.00e-03      1.6009      1.8504       0.00  ...
   12    1.00e-03      1.5446      1.8164       0.00  ...
   13    9.99e-04      1.5246      1.7792       0.00  ...
   14    9.99e-04      1.4910      1.7542       0.00  ...
   15    9.98e-04      1.4688      1.7070       0.00  ...
   16    9.97e-04      1.4031      1.6662       0.00  ...
   17    9.95e-04      1.4000      1.6337       0.00  ...
   18    9.94e-04      1.3613      1.6144       0.00  ...
   19    9.92e-04      1.3384      1.5771       0.00  ...
   20    9.90e-04      1.2941      1.5524       0.00  ...
   21    9.87e-04      1.2797      1.5189       0.00  ...
   22    9.85e-04      1.2187      1.4928       0.00  ...
   23    9.82e-04      1.2028      1.4627       0.00  ...
   24    9.79e-04      1.1850      1.4310       0.00  ...
   25    9.76e-04      1.1413      1.3877       0.00  ...
   26    9.72e-04      1.1414      1.3685       0.00  bg=89.0, gr=88.2, ro=75.7, sf=77.8, ff=71.9, bm=56.5, co=59.7, wi=63.3, dy=60.5
   27    9.68e-04      1.0864      1.3510       0.00  ...
   28    9.64e-04      1.0943      1.3262       0.00  ...
   29    9.60e-04      1.0614      1.2979       0.00  ...
   30    9.55e-04      1.0460      1.2704       0.00  ...
   31    9.50e-04      1.0305      1.2369       0.00  ...
   32    9.46e-04      0.9926      1.2178       0.00  ...
   33    9.40e-04      0.9781      1.2032       0.00  ...
   34    9.35e-04      0.9569      1.1767       0.00  ...
   35    9.29e-04      0.9454      1.1521       0.00  ...
   36    9.23e-04      0.9065      1.1339       0.00  ...
   37    9.17e-04      0.8888      1.1215       0.00  ...
   38    9.11e-04      0.8693      1.0973       0.00  ...
   39    9.05e-04      0.8445      1.0678       0.00  ...
   40    8.98e-04      0.8347      1.0638       0.00  ...
   41    8.91e-04      0.8266      1.0415       0.00  ...
   42    8.84e-04      0.8045      1.0112       0.00  ...
   43    8.77e-04      0.7959      1.0050       0.00  ...
   44    8.69e-04      0.7696      0.9774       0.00  ...
   45    8.61e-04      0.7547      0.9568       0.00  ...
   46    8.54e-04      0.7287      0.9574       0.00  ...
   47    8.46e-04      0.7279      0.9385       0.00  ...
   48    8.37e-04      0.7037      0.9108       0.00  ...
   49    8.29e-04      0.7231      0.8962       0.00  ...
   50    8.20e-04      0.6854      0.8932       0.00  ...
   51    8.12e-04      0.6697      0.8781       0.00  bg=89.0, gr=88.2, ro=75.7, sf=77.8, ff=71.9, bm=56.5, co=59.7, wi=63.3, dy=60.5
   52    8.03e-04      0.6666      0.8560       0.00  ...
   53    7.94e-04      0.6669      0.8495       0.00  ...
   54    7.85e-04      0.6384      0.8333       0.00  ...
   55    7.75e-04      0.6402      0.8188       0.00  ...
   56    7.66e-04      0.6320      0.8117       0.00  ...
   57    7.56e-04      0.6315      0.7963       0.00  ...
   58    7.47e-04      0.6058      0.7732       0.00  ...
   59    7.37e-04      0.5830      0.7694       0.00  ...
   60    7.27e-04      0.5776      0.7577       0.00  ...
   61    7.17e-04      0.5719      0.7432       0.00  ...
   62    7.07e-04      0.5593      0.7309       0.00  ...
   63    6.97e-04      0.5560      0.7297       0.00  ...
   64    6.86e-04      0.5349      0.7160       0.00  ...
   65    6.76e-04      0.5240      0.7056       0.00  ...
   66    6.65e-04      0.5256      0.6844       0.00  ...
   67    6.55e-04      0.5330      0.6747       0.00  ...
   68    6.44e-04      0.5020      0.6810       0.00  ...
   69    6.33e-04      0.5024      0.6556       0.00  ...
   70    6.22e-04      0.5043      0.6609       0.00  ...
   71    6.11e-04      0.4799      0.6431       0.00  ...
   72    6.00e-04      0.4799      0.6474       0.00  ...
   73    5.89e-04      0.4649      0.6358       0.00  ...
   74    5.78e-04      0.4720      0.6226       0.00  ...
   75    5.67e-04      0.4801      0.6151       0.00  ...
   76    5.56e-04      0.4588      0.6008       0.00  bg=89.0, gr=88.2, ro=75.7, sf=77.8, ff=71.9, bm=56.5, co=59.7, wi=63.3, dy=60.5
   77    5.45e-04      0.4523      0.6001       0.00  ...
   78    5.34e-04      0.4670      0.5923       0.00  ...
   79    5.22e-04      0.4431      0.5814       0.00  ...
   80    5.11e-04      0.4370      0.5766       1.97  ...
   81    5.00e-04      0.4200      0.5644       2.89  ...
   82    4.89e-04      0.4411      0.5709       5.18  ...
   83    4.78e-04      0.4151      0.5660       6.77  ...
   84    4.66e-04      0.4034      0.5480       7.88  ...
   85    4.55e-04      0.4157      0.5484      10.01  ...
   86    4.44e-04      0.4104      0.5379      11.09  ...
   87    4.33e-04      0.4038      0.5422      13.03  ...
   88    4.22e-04      0.3951      0.5278      14.92  ...
   89    4.11e-04      0.4091      0.5231      16.20  ...
   90    4.00e-04      0.3976      0.5255      18.46  ...
   91    3.89e-04      0.3711      0.5131      19.89  ...
   92    3.78e-04      0.3675      0.5067      21.57  ...
   93    3.67e-04      0.3631      0.4946      22.86  ...
   94    3.56e-04      0.3955      0.4873      24.54  ...
   95    3.45e-04      0.3588      0.4898      26.43  ...
   96    3.35e-04      0.3653      0.4931      28.24  ...
   97    3.24e-04      0.3768      0.4807      29.73  ...
   98    3.14e-04      0.3523      0.4735      31.78  ...
   99    3.03e-04      0.3700      0.4673      32.98  ...
  100    2.93e-04      0.3423      0.4722      34.78  ...
  101    2.83e-04      0.3622      0.4699      36.22  bg=89.0, gr=88.2, ro=75.7, sf=77.8, ff=71.9, bm=56.5, co=59.7, wi=63.3, dy=60.5
  102    2.73e-04      0.3493      0.4631      37.93  ...
  103    2.63e-04      0.3546      0.4513      39.71  ...
  104    2.53e-04      0.3375      0.4618      40.89  ...
  105    2.44e-04      0.3349      0.4438      42.60  ...
  106    2.34e-04      0.3548      0.4534      43.54  ...
  107    2.25e-04      0.3522      0.4358      45.32  ...
  108    2.15e-04      0.3161      0.4460      46.75  ...
  109    2.06e-04      0.3418      0.4315      48.14  ...
  110    1.97e-04      0.3495      0.4377      49.81  ...
  111    1.88e-04      0.3228      0.4254      51.00  ...
  112    1.80e-04      0.3178      0.4221      52.30  ...
  113    1.71e-04      0.3390      0.4291      53.59  ...
  114    1.63e-04      0.3143      0.4286      54.99  ...
  115    1.54e-04      0.3007      0.4072      56.71  ...
  116    1.46e-04      0.3066      0.4062      57.51  ...
  117    1.39e-04      0.3013      0.4174      59.08  ...
  118    1.31e-04      0.3257      0.3990      60.14  ...
  119    1.23e-04      0.2984      0.3966      61.42  ...
  120    1.16e-04      0.2980      0.3935      62.47  ...
  121    1.09e-04      0.2990      0.3936      63.38  ...
  122    1.02e-04      0.2961      0.4025      64.70  ...
  123    9.55e-05      0.3216      0.3918      66.13  ...
  124    8.90e-05      0.2864      0.3836      67.52  ...
  125    8.27e-05      0.2983      0.3930      68.44  ...
  126    7.66e-05      0.3198      0.3891      69.49  bg=89.0, gr=88.2, ro=75.7, sf=77.8, ff=71.9, bm=56.5, co=59.7, wi=63.3, dy=60.5
  127    7.08e-05      0.2792      0.3787      71.42  ...
  128    6.51e-05      0.2941      0.3887      70.05  ...
  129    5.97e-05      0.2817      0.3844      69.18  ...
  130    5.45e-05      0.2814      0.3871      67.94  ...
  131    4.95e-05      0.3012      0.3757      66.99  ...
  132    4.48e-05      0.2990      0.3736      65.40  ...
  133    4.02e-05      0.3016      0.3640      64.88  ...
  134    3.59e-05      0.2978      0.3805      64.07  ...
  135    3.19e-05      0.2742      0.3622      63.04  ...
  136    2.81e-05      0.2908      0.3596      62.08  ...
  137    2.45e-05      0.2886      0.3634      60.78  ...
  138    2.11e-05      0.2738      0.3649      59.75  ...
  139    1.80e-05      0.2879      0.3727      59.06  ...
  140    1.52e-05      0.2693      0.3659      57.75  ...
  141    1.25e-05      0.2635      0.3563      56.76  ...
  142    1.02e-05      0.2806      0.3597      55.75  ...
  143    8.04e-06      0.2894      0.3649      54.66  ...
  144    6.16e-06      0.2761      0.3596      53.59  ...
  145    4.53e-06      0.2610      0.3454      52.49  ...
  146    3.14e-06      0.2717      0.3510      51.55  ...
  147    2.01e-06      0.2763      0.3566      50.23  ...
  148    1.13e-06      0.2713      0.3547      49.50  ...
  149    5.03e-07      0.2729      0.3402      48.58  ...
