======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        DS-RangeNet
 Seed:          301
 Git commit:     a3f7c2e
 Config:        configs/models/ds_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch dual-stream (5ch material + 11ch geometry)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
------------------------------------------------------------------------------------------------------------------------
    1    1.00e-04      2.0554      2.2978       0.00  bg=87.9, gr=89.3, ro=77.0, sf=78.3, ff=73.1, bm=60.3, co=63.0, wi=66.2, dy=61.1
    2    2.00e-04      2.0071      2.2492       0.00  ...
    3    3.00e-04      1.9336      2.2116       0.00  ...
    4    4.00e-04      1.9115      2.1636       0.00  ...
    5    5.00e-04      1.8573      2.1171       0.00  ...
    6    6.00e-04      1.7966      2.0579       0.00  ...
    7    7.00e-04      1.7649      2.0206       0.00  ...
    8    8.00e-04      1.7064      1.9868       0.00  ...
    9    9.00e-04      1.6646      1.9388       0.00  ...
   10    1.00e-03      1.6592      1.8903       0.00  ...
   11    1.00e-03      1.6214      1.8657       0.00  ...
   12    1.00e-03      1.5730      1.8151       0.00  ...
   13    9.99e-04      1.5079      1.7802       0.00  ...
   14    9.99e-04      1.4786      1.7476       0.00  ...
   15    9.98e-04      1.4436      1.7020       0.00  ...
   16    9.97e-04      1.4086      1.6791       0.00  ...
   17    9.95e-04      1.3888      1.6315       0.00  ...
   18    9.94e-04      1.3609      1.6092       0.00  ...
   19    9.92e-04      1.3312      1.5711       0.00  ...
   20    9.90e-04      1.3136      1.5466       0.00  ...
   21    9.87e-04      1.2776      1.5219       0.00  ...
   22    9.85e-04      1.2494      1.4750       0.00  ...
   23    9.82e-04      1.2040      1.4511       0.00  ...
   24    9.79e-04      1.2015      1.4178       0.00  ...
   25    9.76e-04      1.1444      1.3981       0.00  ...
   26    9.72e-04      1.1214      1.3665       0.00  bg=87.9, gr=89.3, ro=77.0, sf=78.3, ff=73.1, bm=60.3, co=63.0, wi=66.2, dy=61.1
   27    9.68e-04      1.1052      1.3457       0.00  ...
   28    9.64e-04      1.0963      1.3200       0.00  ...
   29    9.60e-04      1.0737      1.2867       0.00  ...
   30    9.55e-04      1.0394      1.2626       0.00  ...
   31    9.50e-04      1.0303      1.2368       0.00  ...
   32    9.46e-04      1.0085      1.2231       0.00  ...
   33    9.40e-04      0.9902      1.1947       0.00  ...
   34    9.35e-04      0.9323      1.1697       0.00  ...
   35    9.29e-04      0.9428      1.1621       0.00  ...
   36    9.23e-04      0.9261      1.1261       0.00  ...
   37    9.17e-04      0.8824      1.1061       0.00  ...
   38    9.11e-04      0.8669      1.0937       0.00  ...
   39    9.05e-04      0.8598      1.0810       0.00  ...
   40    8.98e-04      0.8387      1.0471       0.00  ...
   41    8.91e-04      0.8282      1.0306       0.00  ...
   42    8.84e-04      0.8026      1.0106       0.00  ...
   43    8.77e-04      0.7817      0.9954       0.00  ...
   44    8.69e-04      0.7942      0.9924       0.00  ...
   45    8.61e-04      0.7493      0.9628       0.00  ...
   46    8.54e-04      0.7571      0.9433       0.00  ...
   47    8.46e-04      0.7203      0.9291       0.00  ...
   48    8.37e-04      0.7084      0.9160       0.00  ...
   49    8.29e-04      0.7132      0.9002       0.00  ...
   50    8.20e-04      0.7053      0.8805       0.00  ...
   51    8.12e-04      0.6639      0.8799       0.00  bg=87.9, gr=89.3, ro=77.0, sf=78.3, ff=73.1, bm=60.3, co=63.0, wi=66.2, dy=61.1
   52    8.03e-04      0.6723      0.8599       0.00  ...
   53    7.94e-04      0.6600      0.8368       0.00  ...
   54    7.85e-04      0.6310      0.8312       0.00  ...
   55    7.75e-04      0.6302      0.8275       0.00  ...
   56    7.66e-04      0.6305      0.8027       0.00  ...
   57    7.56e-04      0.6298      0.7922       0.00  ...
   58    7.47e-04      0.6136      0.7886       0.00  ...
   59    7.37e-04      0.5949      0.7678       0.00  ...
