======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        DS-RangeNet
 Seed:          302
 Git commit:     a3f7c2e
 Config:        configs/models/ds_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch dual-stream (5ch material + 11ch geometry)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
------------------------------------------------------------------------------------------------------------------------
    1    1.00e-04      2.0362      2.2929       0.00  bg=88.7, gr=89.6, ro=77.7, sf=78.1, ff=73.1, bm=60.6, co=63.2, wi=66.4, dy=61.5
    2    2.00e-04      1.9978      2.2498       0.00  ...
    3    3.00e-04      1.9327      2.2103       0.00  ...
    4    4.00e-04      1.8845      2.1568       0.00  ...
    5    5.00e-04      1.8729      2.1030       0.00  ...
    6    6.00e-04      1.8291      2.0731       0.00  ...
    7    7.00e-04      1.7749      2.0173       0.00  ...
    8    8.00e-04      1.7041      1.9775       0.00  ...
    9    9.00e-04      1.6692      1.9400       0.00  ...
   10    1.00e-03      1.6289      1.8897       0.00  ...
   11    1.00e-03      1.5887      1.8621       0.00  ...
   12    1.00e-03      1.5638      1.8100       0.00  ...
   13    9.99e-04      1.5310      1.7832       0.00  ...
   14    9.99e-04      1.4964      1.7409       0.00  ...
   15    9.98e-04      1.4742      1.7122       0.00  ...
   16    9.97e-04      1.4337      1.6834       0.00  ...
   17    9.95e-04      1.4011      1.6325       0.00  ...
   18    9.94e-04      1.3514      1.6048       0.00  ...
   19    9.92e-04      1.3448      1.5676       0.00  ...
   20    9.90e-04      1.2836      1.5443       0.00  ...
   21    9.87e-04      1.2568      1.5090       0.00  ...
   22    9.85e-04      1.2367      1.4848       0.00  ...
   23    9.82e-04      1.2241      1.4556       0.00  ...
   24    9.79e-04      1.1979      1.4190       0.00  ...
   25    9.76e-04      1.1601      1.3916       0.00  ...
   26    9.72e-04      1.1476      1.3625       0.00  bg=88.7, gr=89.6, ro=77.7, sf=78.1, ff=73.1, bm=60.6, co=63.2, wi=66.4, dy=61.5
   27    9.68e-04      1.1225      1.3458       0.00  ...
   28    9.64e-04      1.1010      1.3144       0.00  ...
   29    9.60e-04      1.0400      1.2864       0.00  ...
   30    9.55e-04      1.0474      1.2759       0.00  ...
   31    9.50e-04      1.0278      1.2371       0.00  ...
   32    9.46e-04      0.9812      1.2144       0.00  ...
   33    9.40e-04      0.9629      1.1993       0.00  ...
   34    9.35e-04      0.9532      1.1840       0.00  ...
   35    9.29e-04      0.9294      1.1475       0.00  ...
   36    9.23e-04      0.9163      1.1286       0.00  ...
   37    9.17e-04      0.8883      1.1061       0.00  ...
   38    9.11e-04      0.8650      1.0886       0.00  ...
   39    9.05e-04      0.8751      1.0833       0.00  ...
   40    8.98e-04      0.8280      1.0514       0.00  ...
   41    8.91e-04      0.8335      1.0298       0.00  ...
   42    8.84e-04      0.7946      1.0135       0.00  ...
   43    8.77e-04      0.7806      0.9983       0.00  ...
   44    8.69e-04      0.7834      0.9804       0.00  ...
   45    8.61e-04      0.7735      0.9588       0.00  ...
   46    8.54e-04      0.7301      0.9562       0.00  ...
   47    8.46e-04      0.7367      0.9343       0.00  ...
   48    8.37e-04      0.7226      0.9094       0.00  ...
   49    8.29e-04      0.6919      0.9020       0.00  ...
   50    8.20e-04      0.6892      0.8966       0.00  ...
   51    8.12e-04      0.6879      0.8700       0.00  bg=88.7, gr=89.6, ro=77.7, sf=78.1, ff=73.1, bm=60.6, co=63.2, wi=66.4, dy=61.5
   52    8.03e-04      0.6856      0.8578       0.00  ...
   53    7.94e-04      0.6679      0.8526       0.00  ...
   54    7.85e-04      0.6476      0.8303       0.00  ...
   55    7.75e-04      0.6188      0.8220       0.00  ...
   56    7.66e-04      0.6345      0.8039       0.00  ...
   57    7.56e-04      0.6042      0.7986       0.00  ...
   58    7.47e-04      0.5885      0.7826       0.00  ...
   59    7.37e-04      0.5941      0.7619       0.00  ...
   60    7.27e-04      0.5796      0.7485       0.00  ...
   61    7.17e-04      0.5728      0.7536       0.00  ...
   62    7.07e-04      0.5635      0.7387       0.00  ...
   63    6.97e-04      0.5585      0.7298       0.00  ...
   64    6.86e-04      0.5618      0.7143       0.00  ...
   65    6.76e-04      0.5275      0.7095       0.00  ...
   66    6.65e-04      0.5389      0.6978       0.00  ...
   67    6.55e-04      0.5163      0.6811       0.00  ...
   68    6.44e-04      0.5306      0.6750       0.00  ...
   69    6.33e-04      0.4973      0.6573       0.00  ...
   70    6.22e-04      0.5041      0.6625       0.00  ...
   71    6.11e-04      0.5029      0.6413       0.00  ...
   72    6.00e-04      0.4716      0.6482       0.00  ...
   73    5.89e-04      0.4639      0.6267       0.00  ...
   74    5.78e-04      0.4715      0.6248       0.00  ...
   75    5.67e-04      0.4502      0.6178       0.00  ...
   76    5.56e-04      0.4482      0.6074       1.36  bg=88.7, gr=89.6, ro=77.7, sf=78.1, ff=73.1, bm=60.6, co=63.2, wi=66.4, dy=61.5
   77    5.45e-04      0.4736      0.5921       2.40  ...
   78    5.34e-04      0.4658      0.5827       4.11  ...
   79    5.22e-04      0.4450      0.5746       5.13  ...
   80    5.11e-04      0.4565      0.5687       6.64  ...
   81    5.00e-04      0.4136      0.5770       8.12  ...
   82    4.89e-04      0.4244      0.5705       9.71  ...
   83    4.78e-04      0.4310      0.5481      11.28  ...
   84    4.66e-04      0.4122      0.5603      12.85  ...
   85    4.55e-04      0.4108      0.5528      14.16  ...
   86    4.44e-04      0.3900      0.5351      15.83  ...
   87    4.33e-04      0.4170      0.5280      17.39  ...
   88    4.22e-04      0.4123      0.5173      18.67  ...
   89    4.11e-04      0.3997      0.5316      20.59  ...
   90    4.00e-04      0.3817      0.5157      21.97  ...
   91    3.89e-04      0.3931      0.5041      23.92  ...
   92    3.78e-04      0.3744      0.4972      25.61  ...
   93    3.67e-04      0.3992      0.4918      27.16  ...
   94    3.56e-04      0.3846      0.4992      28.78  ...
   95    3.45e-04      0.3896      0.4898      30.27  ...
   96    3.35e-04      0.3817      0.4950      31.92  ...
   97    3.24e-04      0.3849      0.4896      33.55  ...
   98    3.14e-04      0.3804      0.4678      35.31  ...
   99    3.03e-04      0.3510      0.4705      36.91  ...
  100    2.93e-04      0.3495      0.4757      38.10  ...
  101    2.83e-04      0.3466      0.4649      40.02  bg=88.7, gr=89.6, ro=77.7, sf=78.1, ff=73.1, bm=60.6, co=63.2, wi=66.4, dy=61.5
  102    2.73e-04      0.3442      0.4569      41.56  ...
  103    2.63e-04      0.3309      0.4638      43.07  ...
  104    2.53e-04      0.3357      0.4441      44.68  ...
  105    2.44e-04      0.3274      0.4448      45.73  ...
  106    2.34e-04      0.3421      0.4463      47.19  ...
  107    2.25e-04      0.3269      0.4319      48.89  ...
  108    2.15e-04      0.3325      0.4322      50.12  ...
  109    2.06e-04      0.3365      0.4435      51.46  ...
  110    1.97e-04      0.3211      0.4296      52.85  ...
  111    1.88e-04      0.3315      0.4223      54.03  ...
  112    1.80e-04      0.3425      0.4265      55.41  ...
  113    1.71e-04      0.3250      0.4156      56.66  ...
  114    1.63e-04      0.3237      0.4132      57.71  ...
  115    1.54e-04      0.3254      0.4245      58.92  ...
  116    1.46e-04      0.3305      0.4063      60.31  ...
  117    1.39e-04      0.3003      0.4023      61.40  ...
  118    1.31e-04      0.3141      0.4045      62.81  ...
  119    1.23e-04      0.3227      0.3987      63.97  ...
  120    1.16e-04      0.2919      0.4012      64.92  ...
  121    1.09e-04      0.2918      0.4028      66.38  ...
  122    1.02e-04      0.3027      0.3892      67.41  ...
  123    9.55e-05      0.2967      0.4029      68.51  ...
  124    8.90e-05      0.2856      0.4002      69.42  ...
  125    8.27e-05      0.3040      0.3837      70.41  ...
  126    7.66e-05      0.3035      0.3864      71.57  bg=88.7, gr=89.6, ro=77.7, sf=78.1, ff=73.1, bm=60.6, co=63.2, wi=66.4, dy=61.5
  127    7.08e-05      0.2830      0.3791      73.15  ...
  128    6.51e-05      0.2941      0.3798      72.00  ...
  129    5.97e-05      0.2967      0.3763      70.82  ...
  130    5.45e-05      0.2923      0.3867      69.98  ...
  131    4.95e-05      0.3062      0.3861      68.81  ...
  132    4.48e-05      0.2757      0.3854      67.87  ...
  133    4.02e-05      0.2873      0.3748      66.94  ...
  134    3.59e-05      0.2709      0.3723      66.07  ...
  135    3.19e-05      0.2857      0.3671      65.02  ...
  136    2.81e-05      0.2893      0.3721      64.13  ...
  137    2.45e-05      0.2719      0.3580      63.28  ...
  138    2.11e-05      0.2700      0.3566      62.13  ...
  139    1.80e-05      0.2677      0.3576      61.05  ...
  140    1.52e-05      0.2835      0.3646      60.19  ...
  141    1.25e-05      0.2989      0.3650      59.12  ...
  142    1.02e-05      0.2648      0.3669      58.20  ...
  143    8.04e-06      0.2860      0.3526      57.27  ...
  144    6.16e-06      0.2673      0.3483      56.08  ...
  145    4.53e-06      0.2732      0.3535      55.20  ...
  146    3.14e-06      0.2885      0.3570      54.20  ...
  147    2.01e-06      0.2776      0.3423      53.07  ...
  148    1.13e-06      0.2585      0.3413      52.21  ...
  149    5.03e-07      0.2685      0.3434      51.47  ...
  150    1.26e-07      0.2812      0.3459      50.47  bg=88.7, gr=89.6, ro=77.7, sf=78.1, ff=73.1, bm=60.6, co=63.2, wi=66.4, dy=61.5

======================================================================
 BEST CHECKPOINT  epoch=127  val_mIoU=73.15
 MEAN OVER 5 SEEDS (paper Table):
   DS-RangeNet: 73.05 +/- 0.16
   This seed (302) best: 73.15
   Delta from 5-seed mean: +0.10 pp
======================================================================

CHECKPOINT SELECTION RULE:
  Selected: epoch 127 (val_mIoU=73.15, highest)
  Saved to: checkpoints/ds_seed302_best.pth
  SHA256: <computed-at-save-time>

NOTE: This is validation-best (Line V / Line S protocol).
      Test mIoU is evaluated ONCE on held-out S6+S7 using this
      checkpoint; test results are in results/raw/.
