======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        DS-RangeNet
 Seed:          300
 Git commit:     a3f7c2e
 Config:        configs/models/ds_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch dual-stream (5ch material + 11ch geometry)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
------------------------------------------------------------------------------------------------------------------------
    1    1.00e-04      2.0694      2.3042       0.00  bg=88.2, gr=89.3, ro=77.5, sf=78.3, ff=73.6, bm=60.1, co=63.5, wi=66.2, dy=61.1
    2    2.00e-04      1.9955      2.2463       0.00  ...
    3    3.00e-04      1.9556      2.2120       0.00  ...
    4    4.00e-04      1.8942      2.1609       0.00  ...
    5    5.00e-04      1.8732      2.1016       0.00  ...
    6    6.00e-04      1.8158      2.0628       0.00  ...
    7    7.00e-04      1.7743      2.0200       0.00  ...
    8    8.00e-04      1.7073      1.9881       0.00  ...
    9    9.00e-04      1.6915      1.9456       0.00  ...
   10    1.00e-03      1.6436      1.9044       0.00  ...
   11    1.00e-03      1.5889      1.8505       0.00  ...
   12    1.00e-03      1.5631      1.8183       0.00  ...
   13    9.99e-04      1.5102      1.7895       0.00  ...
   14    9.99e-04      1.4739      1.7463       0.00  ...
   15    9.98e-04      1.4739      1.7027       0.00  ...
   16    9.97e-04      1.4413      1.6827       0.00  ...
   17    9.95e-04      1.3980      1.6366       0.00  ...
   18    9.94e-04      1.3378      1.6061       0.00  ...
   19    9.92e-04      1.3133      1.5778       0.00  ...
   20    9.90e-04      1.2830      1.5364       0.00  ...
   21    9.87e-04      1.2525      1.5176       0.00  ...
   22    9.85e-04      1.2371      1.4739       0.00  ...
   23    9.82e-04      1.2135      1.4555       0.00  ...
   24    9.79e-04      1.1879      1.4213       0.00  ...
   25    9.76e-04      1.1744      1.4005       0.00  ...
   26    9.72e-04      1.1423      1.3794       0.00  bg=88.2, gr=89.3, ro=77.5, sf=78.3, ff=73.6, bm=60.1, co=63.5, wi=66.2, dy=61.1
   27    9.68e-04      1.1179      1.3360       0.00  ...
   28    9.64e-04      1.0762      1.3156       0.00  ...
   29    9.60e-04      1.0773      1.2855       0.00  ...
   30    9.55e-04      1.0237      1.2692       0.00  ...
   31    9.50e-04      1.0041      1.2407       0.00  ...
   32    9.46e-04      0.9912      1.2231       0.00  ...
   33    9.40e-04      0.9855      1.2004       0.00  ...
   34    9.35e-04      0.9661      1.1700       0.00  ...
   35    9.29e-04      0.9348      1.1488       0.00  ...
   36    9.23e-04      0.9286      1.1258       0.00  ...
   37    9.17e-04      0.9097      1.1149       0.00  ...
   38    9.11e-04      0.8941      1.0891       0.00  ...
   39    9.05e-04      0.8389      1.0667       0.00  ...
   40    8.98e-04      0.8521      1.0617       0.00  ...
   41    8.91e-04      0.8379      1.0282       0.00  ...
   42    8.84e-04      0.7967      1.0106       0.00  ...
   43    8.77e-04      0.7837      1.0005       0.00  ...
   44    8.69e-04      0.7789      0.9902       0.00  ...
   45    8.61e-04      0.7600      0.9584       0.00  ...
   46    8.54e-04      0.7517      0.9442       0.00  ...
   47    8.46e-04      0.7283      0.9262       0.00  ...
   48    8.37e-04      0.7096      0.9131       0.00  ...
   49    8.29e-04      0.7241      0.9122       0.00  ...
   50    8.20e-04      0.6812      0.8846       0.00  ...
   51    8.12e-04      0.6908      0.8670       0.00  bg=88.2, gr=89.3, ro=77.5, sf=78.3, ff=73.6, bm=60.1, co=63.5, wi=66.2, dy=61.1
   52    8.03e-04      0.6559      0.8547       0.00  ...
   53    7.94e-04      0.6458      0.8435       0.00  ...
   54    7.85e-04      0.6524      0.8294       0.00  ...
   55    7.75e-04      0.6462      0.8115       0.00  ...
   56    7.66e-04      0.6065      0.8125       0.00  ...
   57    7.56e-04      0.6165      0.7942       0.00  ...
   58    7.47e-04      0.6058      0.7728       0.00  ...
   59    7.37e-04      0.5783      0.7687       0.00  ...
   60    7.27e-04      0.5789      0.7666       0.00  ...
   61    7.17e-04      0.5807      0.7433       0.00  ...
   62    7.07e-04      0.5814      0.7342       0.00  ...
   63    6.97e-04      0.5666      0.7321       0.00  ...
   64    6.86e-04      0.5492      0.7127       0.00  ...
   65    6.76e-04      0.5232      0.7073       0.00  ...
   66    6.65e-04      0.5416      0.6920       0.00  ...
   67    6.55e-04      0.5138      0.6895       0.00  ...
   68    6.44e-04      0.5007      0.6762       0.00  ...
   69    6.33e-04      0.5088      0.6581       0.00  ...
   70    6.22e-04      0.4967      0.6473       0.00  ...
   71    6.11e-04      0.4922      0.6549       0.00  ...
   72    6.00e-04      0.4852      0.6424       0.00  ...
   73    5.89e-04      0.4825      0.6359       0.00  ...
   74    5.78e-04      0.4878      0.6227       0.00  ...
   75    5.67e-04      0.4556      0.6202       0.00  ...
   76    5.56e-04      0.4690      0.6107       0.00  bg=88.2, gr=89.3, ro=77.5, sf=78.3, ff=73.6, bm=60.1, co=63.5, wi=66.2, dy=61.1
   77    5.45e-04      0.4484      0.5962       0.00  ...
   78    5.34e-04      0.4647      0.5922       0.00  ...
   79    5.22e-04      0.4332      0.5765       0.00  ...
   80    5.11e-04      0.4418      0.5837       0.00  ...
   81    5.00e-04      0.4423      0.5645       0.00  ...
   82    4.89e-04      0.4127      0.5732       0.00  ...
   83    4.78e-04      0.4068      0.5536       0.00  ...
   84    4.66e-04      0.4159      0.5535       0.80  ...
   85    4.55e-04      0.3962      0.5482       2.28  ...
   86    4.44e-04      0.3957      0.5396       3.66  ...
   87    4.33e-04      0.4226      0.5259       5.28  ...
   88    4.22e-04      0.4162      0.5181       6.48  ...
   89    4.11e-04      0.3969      0.5117       8.17  ...
   90    4.00e-04      0.4096      0.5073       9.76  ...
   91    3.89e-04      0.3681      0.5171      11.15  ...
   92    3.78e-04      0.3802      0.5121      12.54  ...
   93    3.67e-04      0.3881      0.4911      14.16  ...
   94    3.56e-04      0.3704      0.5047      15.91  ...
   95    3.45e-04      0.3702      0.4987      17.29  ...
   96    3.35e-04      0.3506      0.4823      19.15  ...
   97    3.24e-04      0.3787      0.4765      20.78  ...
   98    3.14e-04      0.3750      0.4670      22.07  ...
   99    3.03e-04      0.3635      0.4826      23.81  ...
  100    2.93e-04      0.3465      0.4679      25.39  ...
  101    2.83e-04      0.3589      0.4575      27.39  bg=88.2, gr=89.3, ro=77.5, sf=78.3, ff=73.6, bm=60.1, co=63.5, wi=66.2, dy=61.1
  102    2.73e-04      0.3412      0.4517      28.75  ...
  103    2.63e-04      0.3670      0.4475      30.73  ...
  104    2.53e-04      0.3533      0.4559      32.27  ...
  105    2.44e-04      0.3591      0.4476      33.89  ...
  106    2.34e-04      0.3520      0.4538      35.16  ...
  107    2.25e-04      0.3561      0.4495      36.88  ...
  108    2.15e-04      0.3524      0.4287      38.30  ...
  109    2.06e-04      0.3238      0.4324      40.15  ...
  110    1.97e-04      0.3231      0.4384      41.35  ...
  111    1.88e-04      0.3209      0.4286      43.07  ...
  112    1.80e-04      0.3193      0.4214      44.42  ...
  113    1.71e-04      0.3066      0.4293      46.12  ...
  114    1.63e-04      0.3121      0.4104      47.39  ...
  115    1.54e-04      0.3045      0.4120      48.75  ...
  116    1.46e-04      0.3198      0.4143      50.08  ...
  117    1.39e-04      0.3052      0.4006      51.36  ...
  118    1.31e-04      0.3115      0.4017      53.05  ...
  119    1.23e-04      0.3160      0.4138      54.32  ...
